conseq	area-under-curve
splice_donor_variant&splice_donor_region_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&5_prime_UTR_variant&NMD_transcript_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&non_coding_transcript_exon_variant&intron_variant	9999.0	
frameshift_variant&splice_region_variant&stop_retained_variant&NMD_transcript_variant	9999.0	
frameshift_variant&splice_region_variant&splice_polypyrimidine_tract_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&coding_sequence_variant&intron_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&non_coding_transcript_exon_variant&intron_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&stop_lost&inframe_deletion&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&coding_sequence_variant&intron_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	9999.0	
splice_donor_variant&coding_sequence_variant&3_prime_UTR_variant&NMD_transcript_variant	9999.0	
inframe_insertion&incomplete_terminal_codon_variant&stop_retained_variant	9999.0	
stop_gained&inframe_insertion&incomplete_terminal_codon_variant	9999.0	
incomplete_terminal_codon_variant&stop_retained_variant	9999.0	
splice_donor_5th_base_variant&non_coding_transcript_exon_variant	9999.0	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&coding_sequence_variant&intron_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
start_lost&inframe_deletion&splice_region_variant	9999.0	
start_lost&splice_region_variant&5_prime_UTR_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant	9999.0	
splice_donor_5th_base_variant&missense_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&frameshift_variant&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&coding_sequence_variant	9999.0	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&5_prime_UTR_variant&intron_variant	9999.0	
stop_gained&protein_altering_variant&splice_region_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant&stop_lost&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	9999.0	
stop_lost&inframe_deletion&NMD_transcript_variant	9999.0	
splice_acceptor_variant&synonymous_variant	9999.0	
splice_donor_variant&splice_donor_5th_base_variant&inframe_deletion	9999.0	
splice_donor_variant&frameshift_variant&splice_donor_region_variant	9999.0	
frameshift_variant&splice_polypyrimidine_tract_variant&splice_region_variant	9999.0	
splice_polypyrimidine_tract_variant&splice_region_variant&synonymous_variant	9999.0	
splice_acceptor_variant&frameshift_variant&splice_polypyrimidine_tract_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	9999.0	
stop_lost&inframe_deletion&splice_region_variant&NMD_transcript_variant	9999.0	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9999.0	
start_lost&start_retained_variant&NMD_transcript_variant	9999.0	
frameshift_variant&start_lost&splice_region_variant&start_retained_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	9999.0	
inframe_deletion&stop_retained_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&frameshift_variant&stop_lost&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	9999.0	
frameshift_variant&start_lost&splice_region_variant&NMD_transcript_variant	9999.0	
start_lost&inframe_deletion&splice_region_variant&NMD_transcript_variant	9999.0	
stop_gained&inframe_insertion&incomplete_terminal_codon_variant&coding_sequence_variant	9998.998	
protein_altering_variant&incomplete_terminal_codon_variant	9998.996875	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.996875	
stop_gained&protein_altering_variant&NMD_transcript_variant	9998.996875	
inframe_insertion&incomplete_terminal_codon_variant&coding_sequence_variant	9998.996534653466	
frameshift_variant&start_lost&splice_region_variant&start_retained_variant	9998.996428571429	
frameshift_variant&start_lost&splice_region_variant	9998.99625	
inframe_insertion&incomplete_terminal_codon_variant	9998.996	
start_lost&splice_region_variant&5_prime_UTR_variant	9998.995833333334	
stop_gained&incomplete_terminal_codon_variant&coding_sequence_variant	9998.995454545455	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	9998.99420289855	
stop_gained&inframe_insertion&NMD_transcript_variant	9998.994047619048	
non_coding_transcript_variant	9998.994	
splice_donor_variant&splice_donor_5th_base_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.99375	
stop_gained&frameshift_variant&splice_region_variant&NMD_transcript_variant	9998.993333333334	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9998.992857142857	
frameshift_variant&start_lost&start_retained_variant&NMD_transcript_variant	9998.992857142857	
splice_donor_variant&coding_sequence_variant&5_prime_UTR_variant	9998.992307692308	
splice_donor_variant&splice_donor_5th_base_variant&intron_variant&NMD_transcript_variant	9998.992207792207	
protein_altering_variant&NMD_transcript_variant	9998.991891891892	
splice_region_variant&stop_retained_variant&3_prime_UTR_variant	9998.991666666667	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	9998.991666666667	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9998.990869565218	
splice_donor_variant&splice_donor_region_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.990384615385	
frameshift_variant&stop_retained_variant&NMD_transcript_variant	9998.99	
missense_variant&splice_polypyrimidine_tract_variant&splice_region_variant	9998.99	
frameshift_variant&splice_region_variant&stop_retained_variant	9998.99	
start_lost&inframe_deletion&NMD_transcript_variant	9998.99	
splice_donor_region_variant&synonymous_variant	9998.99	
splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	9998.99	
stop_gained&frameshift_variant&start_lost&start_retained_variant	9998.989795918367	
frameshift_variant&stop_lost&NMD_transcript_variant	9998.98947368421	
stop_lost&splice_region_variant&NMD_transcript_variant	9998.989285714286	
protein_altering_variant&splice_region_variant	9998.989264705882	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	9998.988333333333	
splice_acceptor_variant&coding_sequence_variant&5_prime_UTR_variant	9998.988235294117	
splice_polypyrimidine_tract_variant&splice_donor_region_variant&intron_variant&non_coding_transcript_variant	9998.9875	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	9998.9875	
protein_altering_variant&splice_region_variant&NMD_transcript_variant	9998.9875	
stop_lost&splice_region_variant&3_prime_UTR_variant	9998.9875	
splice_donor_variant&splice_donor_region_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9998.9875	
splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	9998.9875	
splice_donor_variant&3_prime_UTR_variant&NMD_transcript_variant	9998.987161198289	
inframe_insertion&splice_region_variant&NMD_transcript_variant	9998.987096774194	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.985714285714	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	9998.985697258642	
stop_gained&inframe_deletion&NMD_transcript_variant	9998.984848484848	
start_lost&5_prime_UTR_variant	9998.983613856977	
stop_gained&inframe_deletion&splice_region_variant	9998.983394833947	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	9998.983333333334	
splice_donor_variant&5_prime_UTR_variant&NMD_transcript_variant	9998.983333333334	
start_lost&5_prime_UTR_variant&NMD_transcript_variant	9998.981785063752	
splice_acceptor_variant&3_prime_UTR_variant&NMD_transcript_variant	9998.981690140845	
start_lost&synonymous_variant	9998.98125	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.98	
stop_retained_variant&3_prime_UTR_variant&NMD_transcript_variant	9998.98	
splice_donor_variant&splice_donor_region_variant&non_coding_transcript_exon_variant&intron_variant	9998.97951388889	
splice_donor_variant&coding_sequence_variant&3_prime_UTR_variant	9998.978571428572	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	9998.978168587022	
splice_donor_variant&splice_donor_5th_base_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.977570093459	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	9998.976423109601	
splice_donor_variant&splice_donor_region_variant&intron_variant&NMD_transcript_variant	9998.975903614457	
inframe_insertion&stop_retained_variant&NMD_transcript_variant	9998.975	
start_lost&start_retained_variant&5_prime_UTR_variant&NMD_transcript_variant	9998.975	
splice_donor_5th_base_variant&frameshift_variant	9998.975	
stop_lost&inframe_deletion&stop_retained_variant	9998.975	
stop_gained&splice_region_variant	9998.973255640823	
start_lost&start_retained_variant	9998.97261904762	
frameshift_variant&start_lost	9998.971793029104	
inframe_deletion&splice_region_variant&NMD_transcript_variant	9998.97137014315	
splice_donor_variant&splice_donor_region_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	9998.970000000001	
splice_donor_variant&splice_donor_region_variant&coding_sequence_variant&intron_variant	9998.969701848155	
stop_gained&protein_altering_variant	9998.968725218081	
stop_lost&splice_region_variant	9998.96871657754	
missense_variant&splice_donor_region_variant	9998.967889908257	
splice_donor_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_variant	9998.966666666667	
stop_gained&inframe_insertion&splice_region_variant	9998.96644295302	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.963636363636	
stop_gained&frameshift_variant&start_lost	9998.963087248321	
frameshift_variant&NMD_transcript_variant	9998.95984882471	
incomplete_terminal_codon_variant&coding_sequence_variant&3_prime_UTR_variant	9998.958781362007	
start_lost&splice_region_variant	9998.956129385107	
stop_gained&inframe_insertion	9998.955903505528	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	9998.955154338964	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	9998.953996737357	
splice_donor_variant&3_prime_UTR_variant	9998.95375	
stop_lost&NMD_transcript_variant	9998.953577512777	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	9998.951140065146	
splice_region_variant&stop_retained_variant&NMD_transcript_variant	9998.95	
start_lost&start_retained_variant&5_prime_UTR_variant	9998.949692565679	
stop_retained_variant&NMD_transcript_variant	9998.94935064935	
stop_gained&splice_region_variant&NMD_transcript_variant	9998.948411656602	
start_retained_variant&5_prime_UTR_variant	9998.947368421053	
inframe_deletion&splice_region_variant	9998.94695145631	
stop_gained&inframe_deletion	9998.945722300141	
coding_sequence_variant&3_prime_UTR_variant	9998.94557449148	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	9998.942911255412	
stop_gained&frameshift_variant&NMD_transcript_variant	9998.942615851018	
splice_donor_variant&splice_donor_region_variant&5_prime_UTR_variant&intron_variant	9998.940334128878	
splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant	9998.932142857142	
splice_donor_variant&splice_donor_5th_base_variant&3_prime_UTR_variant&intron_variant	9998.928907168038	
splice_donor_variant&splice_donor_region_variant&intron_variant&non_coding_transcript_variant	9998.926265822785	
coding_sequence_variant&5_prime_UTR_variant&NMD_transcript_variant	9998.923684210527	
coding_sequence_variant&5_prime_UTR_variant	9998.923045822103	
splice_donor_variant&splice_donor_region_variant&intron_variant	9998.91955336733	
splice_region_variant&stop_retained_variant	9998.919156414762	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	9998.918264154228	
stop_gained&NMD_transcript_variant	9998.91230086711	
start_lost&NMD_transcript_variant	9998.90827879921	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	9998.90598758671	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	9998.905125677673	
splice_donor_variant&5_prime_UTR_variant	9998.90350877193	
splice_region_variant&synonymous_variant&NMD_transcript_variant	9998.903170198453	
splice_region_variant&5_prime_UTR_variant&NMD_transcript_variant	9998.901576394503	
stop_lost&inframe_deletion	9998.900611246943	
protein_altering_variant	9998.900579162348	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	9998.9	
stop_retained_variant	9998.898664199976	
stop_gained&frameshift_variant&splice_region_variant	9998.89715048976	
start_lost&inframe_deletion	9998.896334061665	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&intron_variant	9998.894588162628	
splice_acceptor_variant&coding_sequence_variant	9998.892114066097	
stop_gained&frameshift_variant	9998.892085249441	
splice_acceptor_variant&coding_sequence_variant&NMD_transcript_variant	9998.889534883721	
splice_region_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant	9998.886524822694	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&inframe_deletion&splice_polypyrimidine_tract_variant&intron_variant	9998.883333333333	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	9998.882165163082	
frameshift_variant&splice_region_variant	9998.877610231773	
splice_donor_5th_base_variant&intron_variant&NMD_transcript_variant	9998.877600886695	
splice_donor_variant&coding_sequence_variant	9998.87737118769	
splice_donor_variant&splice_donor_region_variant&3_prime_UTR_variant&intron_variant	9998.873913043479	
frameshift_variant&stop_lost&splice_region_variant	9998.872916666667	
stop_lost&3_prime_UTR_variant	9998.87134292566	
splice_donor_variant&splice_donor_5th_base_variant&non_coding_transcript_exon_variant&intron_variant	9998.87003347402	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9998.86768292683	
stop_gained&protein_altering_variant&splice_region_variant	9998.866627497062	
frameshift_variant&stop_retained_variant	9998.86493083808	
start_lost&splice_region_variant&NMD_transcript_variant	9998.864886731391	
splice_donor_variant	9998.86339149741	
missense_variant&splice_region_variant&NMD_transcript_variant	9998.862247438548	
splice_donor_variant&splice_donor_5th_base_variant&intron_variant	9998.860333127699	
inframe_deletion&NMD_transcript_variant	9998.851756483355	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&intron_variant	9998.849628261443	
inframe_insertion&NMD_transcript_variant	9998.839175546831	
splice_acceptor_variant&5_prime_UTR_variant	9998.83069349315	
splice_acceptor_variant&non_coding_transcript_exon_variant	9998.829176238924	
start_lost	9998.812644717924	
splice_donor_region_variant&non_coding_transcript_exon_variant	9998.8125	
splice_donor_variant&NMD_transcript_variant	9998.811384034758	
splice_acceptor_variant	9998.807795950943	
mature_miRNA_variant	9998.79243860405	
splice_donor_variant&coding_sequence_variant&NMD_transcript_variant	9998.76493256262	
splice_donor_variant&non_coding_transcript_exon_variant	9998.75578034682	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	9998.75167785235	
splice_donor_region_variant&intron_variant&NMD_transcript_variant	9998.741707449699	
frameshift_variant&stop_lost	9998.732060438226	
inframe_insertion&splice_region_variant	9998.731601656888	
splice_donor_variant&splice_donor_5th_base_variant&5_prime_UTR_variant&intron_variant	9998.731153685963	
inframe_insertion&stop_retained_variant	9998.72497249725	
splice_acceptor_variant&NMD_transcript_variant	9998.717524213074	
start_lost&splice_region_variant&synonymous_variant	9998.7	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&stop_lost&protein_altering_variant&splice_polypyrimidine_tract_variant&intron_variant	9998.7	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	9998.690259740259	
stop_gained	9998.687488854655	
splice_acceptor_variant&3_prime_UTR_variant	9998.675	
splice_donor_5th_base_variant&intron_variant&non_coding_transcript_variant	9998.674135517653	
incomplete_terminal_codon_variant&coding_sequence_variant	9998.638267827724	
stop_lost&inframe_deletion&splice_region_variant	9998.625	
splice_acceptor_variant&non_coding_transcript_variant	9998.544670928224	
splice_region_variant&intron_variant&NMD_transcript_variant	9998.489984657348	
frameshift_variant&start_lost&NMD_transcript_variant	9998.482849604221	
frameshift_variant	9998.442164816723	
frameshift_variant&start_lost&start_retained_variant	9998.43950777202	
splice_donor_variant&non_coding_transcript_variant	9998.405461695991	
stop_lost	9998.371827753825	
coding_sequence_variant&NMD_transcript_variant	9998.353677621282	
frameshift_variant&splice_region_variant&NMD_transcript_variant	9998.341584158416	
splice_region_variant&5_prime_UTR_variant	9998.281357098354	
splice_donor_variant&splice_donor_5th_base_variant&intron_variant&non_coding_transcript_variant	9998.262434554974	
stop_retained_variant&3_prime_UTR_variant	9998.18690248566	
stop_lost&3_prime_UTR_variant&NMD_transcript_variant	9998.133109619686	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&stop_lost&inframe_deletion&splice_polypyrimidine_tract_variant&intron_variant	9998.075	
splice_region_variant&3_prime_UTR_variant&NMD_transcript_variant	9998.067977104838	
splice_region_variant&intron_variant&non_coding_transcript_variant	9997.827204772799	
missense_variant&splice_region_variant	9997.72226285801	
splice_donor_5th_base_variant&intron_variant	9997.650249163331	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	9997.567796610168	
missense_variant&NMD_transcript_variant	9997.302158370314	
inframe_insertion&coding_sequence_variant&NMD_transcript_variant	9997.25	
splice_region_variant&non_coding_transcript_exon_variant	9997.238594556127	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	9997.127906976744	
splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	9996.991237157432	
inframe_deletion	9996.946793633797	
splice_region_variant&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	9996.812706820816	
regulatory_region_variant	9996.769524826876	
splice_polypyrimidine_tract_variant&splice_region_variant&intron_variant&NMD_transcript_variant	9996.763090671657	
synonymous_variant&NMD_transcript_variant	9996.668796575392	
splice_region_variant&non_coding_transcript_variant	9996.590730248661	
splice_region_variant&splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	9996.485016182682	
splice_donor_region_variant&intron_variant&non_coding_transcript_variant	9996.446221071239	
splice_region_variant&3_prime_UTR_variant	9996.198967293856	
5_prime_UTR_variant&NMD_transcript_variant	9996.145144405702	
inframe_insertion	9995.464467633657	
splice_polypyrimidine_tract_variant&splice_region_variant&intron_variant&non_coding_transcript_variant	9995.047727611483	
splice_donor_region_variant&intron_variant	9995.022300516108	
missense_variant	9994.321002041064	
splice_region_variant&synonymous_variant	9994.085357919217	
splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	9993.144442407034	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	9992.989462863014	
5_prime_UTR_variant	9992.813956965772	
intergenic_variant	9992.085920686906	
3_prime_UTR_variant&NMD_transcript_variant	9991.88447148273	
splice_polypyrimidine_tract_variant&splice_region_variant&intron_variant	9990.751042087271	
splice_region_variant&splice_polypyrimidine_tract_variant&intron_variant	9990.497643967463	
upstream_gene_variant	9990.411152853025	
splice_region_variant&intron_variant	9990.290683918814	
3_prime_UTR_variant	9990.25437471602	
downstream_gene_variant	9990.046904647988	
intron_variant&NMD_transcript_variant	9989.610202402482	
non_coding_transcript_exon_variant	9989.319906803103	
intron_variant	9989.284866729831	
splice_polypyrimidine_tract_variant&intron_variant	9988.798335809168	
intron_variant&non_coding_transcript_variant	9987.292975201388	
synonymous_variant	9986.969004249591	
coding_sequence_variant	9956.157495257074	
frameshift_variant&splice_donor_region_variant	9544.386363635444	
splice_acceptor_variant&frameshift_variant	1.6111111111111112	
splice_donor_variant&splice_donor_region_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	No Curve	
frameshift_variant&splice_region_variant&intron_variant	No Curve	
frameshift_variant&splice_polypyrimidine_tract_variant&splice_region_variant&intron_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	No Curve	
TF_binding_site_variant	No Curve	
